rally,ball_round,time,frame_num,player,server,type,aroundhead,backhand,hit_area,hit_x,hit_y,hit_height,lose_reason,win_reason,roundscore_A,roundscore_B,getpoint_player,landing_area,landing_x,landing_y,landing_height,now_right_x,now_right_y,now_left_x,now_left_y,next_right_x,next_right_y,next_left_x,next_left_y,right_delta_x,right_delta_y,left_delta_x,left_delta_y,right_x_speed,right_y_speed,right_speed,left_x_speed,left_y_speed,left_speed
1,11.0,00:05:56.120,8903,A,,未擊球,,,B3,333,773,,落地,對方未擊球,0,1,B,,,,,116,-103,136,-103,320,229,184,996,40.0,20.0,80.0,90.0,51.0,83.0,97.41663102366043,12.0,274.75,275.01193155934163
2,1.0,00:06:09.280,9232,B,1.0,發長球,,,B2,190,254,2.0,,,0,1,,A4,179.0,923.0,1.0,320,229,184,996,261,125,334,118,10.0,60.0,0.0,20.0,-14.749999999999998,-26.0,29.89251578572804,37.5,-219.49999999999997,222.680264055888
2,2.0,00:06:11.360,9284,A,,殺球,,,A4,179,923,1.0,,,0,1,,B2,86.0,216.0,2.0,261,125,334,118,174,118,220,1094,30.0,30.0,60.0,60.0,-21.75,-1.7500000000000002,21.820288724029297,-28.499999999999996,244.0,245.6588081058768
2,3.0,00:06:11.880,9297,B,,擋小球,,,B2,86,216,2.0,,,0,1,,B1,305.0,598.0,2.0,174,118,220,1094,260,70,309,125,60.0,20.0,90.0,10.0,21.5,-12.0,24.62214450449026,22.25,-242.24999999999997,243.26965490993734
2,4.0,00:06:12.880,9322,A,,挑球,,,B1,305,598,2.0,,,0,1,,A3,340.0,72.0,2.0,260,70,309,125,427,-14,357,882,70.0,60.0,80.0,70.0,41.75,-21.0,46.73395446567731,12.0,189.25,189.63006749985615
2,5.0,00:06:13.960,9349,B,,過渡切球,,1.0,A3,340,72,2.0,,,0,1,,B1,336.0,495.0,2.0,427,-14,357,882,365,49,407,0,80.0,30.0,0.0,80.0,-15.5,15.75,22.09779400754745,12.5,-220.5,220.85402418792373
2,6.0,00:06:14.680,9367,A,,放小球,,,B1,336,495,2.0,,,0,1,,B1,105.0,363.0,2.0,365,49,407,0,173,357,350,874,80.0,80.0,30.0,40.0,-48.0,77.0,90.7358804442873,-14.249999999999998,218.5,218.96418086070608
2,7.0,00:06:15.560,9389,B,,挑球,,,B1,105,363,2.0,,,0,1,,A4,74.0,905.0,1.0,173,357,350,874,205,164,253,164,20.0,70.0,30.0,0.0,8.0,-48.25,48.908715992141936,-24.25,-177.5,179.14885570385314
2,8.0,00:06:16.880,9422,A,,長球,1.0,,A4,74,905,1.0,,,0,1,,B4,78.0,24.0,1.0,205,164,253,164,120,-50,186,1035,50.0,60.0,30.0,10.0,-21.25,-53.5,57.56572330823265,-16.75,217.75000000000003,218.3932805742887
2,9.0,00:06:17.880,9447,B,,長球,,,B4,78,24,1.0,,,0,1,,A4,74.0,905.0,1.0,120,-50,186,1035,232,111,265,70,20.0,10.0,90.0,50.0,28.000000000000004,40.25,49.03124004142665,19.75,-241.25,242.05706971704006
2,10.0,00:06:19.040,9476,A,,長球,1.0,,A4,74,905,1.0,,,0,1,,B4,88.0,25.0,1.0,232,111,265,70,,,,,50.0,20.0,60.0,40.0,13.75,-7.000000000000001,15.42927412420947,-13.5,200.99999999999997,201.45284808113288
2,11.0,00:06:20.600,9515,B,,長球,,,B4,88,25,1.0,,,0,1,,A5,48.0,-58.0,2.0,,,,,,,,,30.0,30.0,10.0,10.0,-24.25,15.75,28.915826116505823,5.25,-192.25,192.3216706458219
2,12.0,00:06:21.880,9547,A,,未擊球,,,A5,48,-58,,出界,對方出界,1,1,A,,,,,,,,,,,,,20.0,40.0,20.0,30.0,-4.5,3.5000000000000004,5.70087712549569,-4.5,288.25,288.2851236189617
3,1.0,00:06:34.640,9866,A,1.0,發長球,,,B2,226,694,2.0,,,1,1,,A4,335.0,3.0,2.0,,,,,,,,,70.0,60.0,80.0,0.0,26.75,31.5,41.32568813704135,12.0,-235.0,235.30618351416098
3,2.0,00:06:37.280,9932,B,,過渡切球,,1.0,A4,335,3,2.0,,,1,1,,B1,328.0,499.0,2.0,,,,,359,35,400,35,30.0,70.0,50.0,70.0,50.74999999999999,106.74999999999999,118.19951353537796,18.75,226.75,227.52389984351095
3,3.0,00:06:38.240,9956,A,,挑球,,,B1,328,499,2.0,,,1,1,,A4,333.0,51.0,1.0,359,35,400,35,414,7,346,839,0.0,40.0,60.0,0.0,-35.0,-69.0,77.3692445355388,-1.0,-202.5,202.50246912074928
3,4.0,00:06:39.440,9986,B,,長球,,1.0,A4,333,51,1.0,,,1,1,,B4,248.0,905.0,1.0,414,7,346,839,317,70,367,70,20.0,80.0,80.0,30.0,38.0,19.5,42.71123973850443,7.000000000000001,245.75,245.84967459811693
3,5.0,00:06:40.640,10016,A,,殺球,,,B4,248,905,1.0,,,1,1,,A3,372.0,134.0,2.0,317,70,367,70,299,84,349,1223,90.0,40.0,30.0,40.0,-27.750000000000004,-58.99999999999999,65.20017254578396,3.25,-244.0,244.0216435072922
3,6.0,00:06:41.240,10031,B,,未擊球,,,A3,372,134,,落地,對方未擊球,2,1,A,,,,,299,84,349,1223,,,,,40.0,50.0,10.0,20.0,-11.5,31.25,33.298836316003595,7.75,252.99999999999997,253.11867276042673
4,1.0,00:06:55.000,10375,A,1.0,發長球,,,B2,254,694,2.0,,,2,1,,B4,104.0,7.0,1.0,,,,,142,-126,232,940,70.0,0.0,90.0,0.0,-8.25,10.0,12.963892162464175,-32.75,-265.0,267.01603416274463
4,2.0,00:06:57.280,10432,B,,切球,,,B4,104,7,1.0,,,2,1,,B1,343.0,587.0,2.0,142,-126,232,940,249,0,280,0,30.0,60.0,90.0,30.0,23.25,-48.5,53.78487240851278,-7.75,210.75,210.89244889279465
4,3.0,00:06:58.160,10454,A,,放小球,,,B1,343,587,2.0,,,2,1,,A1,327.0,404.0,2.0,249,0,280,0,452,427,355,907,90.0,30.0,50.0,30.0,-15.25,-9.25,17.83605898173697,16.25,-214.25,214.8653648217879
4,4.0,00:06:59.200,10480,B,,挑球,,1.0,A1,327,404,2.0,,,2,1,,B4,338.0,892.0,1.0,452,427,355,907,312,151,351,97,20.0,0.0,40.0,0.0,-56.99999999999999,132.5,144.2402509703862,-46.5,260.0,264.1254436815961
4,5.0,00:07:00.600,10515,A,,切球,,,B4,338,892,1.0,,,2,1,,A2,359.0,302.0,2.0,312,151,351,97,464,229,379,1080,10.0,90.0,30.0,30.0,37.75,-42.75,57.03178938101101,35.75,-176.75,180.32921283031212
4,6.0,00:07:01.440,10536,B,,挑球,,1.0,A2,359,302,2.0,,,2,1,,B3,345.0,876.0,1.0,464,229,379,1080,353,-7,392,104,20.0,30.0,50.0,30.0,0.5,-36.75,36.75340120315398,31.25,238.24999999999997,240.2907093501536
4,7.0,00:07:02.520,10563,A,,殺球,,,B3,345,876,1.0,,,2,1,,B3,210.0,180.0,2.0,353,-7,392,104,307,118,423,1116,80.0,50.0,40.0,50.0,14.499999999999998,-18.75,23.70258424729253,-21.5,-186.25,187.48683287100457
4,8.0,00:07:02.960,10574,B,,擋小球,,1.0,B3,210,180,2.0,,,2,1,,A1,157.0,544.0,2.0,307,118,423,1116,274,158,292,56,90.0,30.0,90.0,40.0,-15.25,50.74999999999999,52.991744640085216,-2.75,161.0,161.0234843120717
4,9.0,00:07:04.040,10601,A,,挑球,,1.0,A1,157,544,2.0,,,2,1,,A4,281.0,37.0,1.0,274,158,292,56,367,-36,261,899,70.0,30.0,70.0,30.0,21.75,-86.75,89.43503228601195,19.25,-174.25,175.31008242539846
4,10.0,00:07:05.000,10625,B,,長球,1.0,,A4,281,37,1.0,,,2,1,,A4,132.0,896.0,1.0,367,-36,261,899,306,-73,326,42,30.0,60.0,90.0,90.0,-1.7500000000000002,44.0,44.034787384521344,-0.25,229.74999999999997,229.75013601736993
4,11.0,00:07:06.160,10654,A,,長球,1.0,,A4,132,896,1.0,,,2,1,,B4,71.0,15.0,1.0,306,-73,326,42,,,,,0.0,40.0,10.0,60.0,15.0,-28.999999999999996,32.64965543462902,12.75,-213.49999999999997,213.88036959945623
4,12.0,00:07:07.600,10690,B,,切球,,,B4,71,15,1.0,,,2,1,,B1,64.0,467.0,2.0,,,,,,,,,0.0,80.0,40.0,80.0,-2.5,24.5,24.627220712049503,-26.5,237.0,238.47693808836107
4,13.0,00:07:07.960,10699,B,,掛網球,,,B1,64,467,1.0,未回擊成功,對方失誤,3,1,A,,,,,,,,,,,,,60.0,70.0,10.0,0.0,-3.5000000000000004,26.75,26.978000296537918,12.75,-210.0,210.386697535752
5,1.0,00:07:26.080,11152,A,1.0,發長球,,,B2,243,686,2.0,,,3,1,,A4,280.0,38.0,1.0,,,,,,,,,40.0,30.0,10.0,20.0,16.0,73.25,74.97707983110571,-7.249999999999999,173.0,173.15184809871363
5,2.0,00:07:28.320,11208,B,,切球,1.0,,A4,280,38,1.0,,,3,1,,A1,95.0,518.0,2.0,,,,,363,-149,374,-149,70.0,60.0,50.0,10.0,-0.75,6.5,6.5431261641512,-8.75,-244.74999999999997,244.90635965609385
5,3.0,00:07:29.040,11226,A,,放小球,,1.0,A1,95,518,2.0,,,3,1,,B1,68.0,412.0,2.0,363,-149,374,-149,135,381,188,891,80.0,30.0,70.0,20.0,-13.0,-34.25,36.63417120667533,-18.25,223.0,223.74553068162055
5,4.0,00:07:30.080,11252,B,,挑球,,,B1,68,412,2.0,,,3,1,,B4,292.0,886.0,1.0,135,381,188,891,286,210,331,184,70.0,0.0,0.0,40.0,14.249999999999998,0.0,14.249999999999998,15.0,-231.5,231.98545213008506
5,5.0,00:07:31.360,11284,A,,殺球,,,B4,292,886,1.0,,,3,1,,A3,341.0,63.0,2.0,286,210,331,184,288,63,456,1137,10.0,70.0,60.0,20.0,-22.25,1.7500000000000002,22.318714120665643,-26.0,215.49999999999997,217.06277893733875
5,6.0,00:07:31.960,11299,B,,未擊球,,1.0,A3,341,63,2.0,落地,殺球得分,4,1,A,,,,,288,63,456,1137,,,,,10.0,30.0,30.0,60.0,-12.25,15.75,19.953069939234915,10.75,-198.5,198.7908762996934
6,1.0,00:07:56.840,11921,A,1.0,發小球,,,B2,259,688,2.0,,,4,1,,B1,128.0,354.0,2.0,,,,,138,310,291,936,10.0,0.0,60.0,60.0,77.75,62.5,99.75626546738806,11.5,211.50000000000003,211.81241701090144
6,2.0,00:07:57.640,11941,B,,放小球,,1.0,B1,128,354,2.0,,,4,1,,A1,102.0,506.0,2.0,138,310,291,936,196,235,205,191,30.0,70.0,30.0,20.0,-11.749999999999998,-50.74999999999999,52.0924658659964,40.75,-17.0,44.15385034173124
6,3.0,00:07:58.480,11962,A,,放小球,,1.0,A1,102,506,2.0,,,4,1,,B1,85.0,438.0,2.0,196,235,205,191,135,438,194,835,70.0,20.0,40.0,10.0,6.75,33.0,33.68326735932843,38.5,-224.75,228.02371038995045
6,4.0,00:07:59.360,11984,B,,挑球,,,B1,85,438,2.0,,,4,1,,A4,97.0,903.0,1.0,135,438,194,835,222,91,271,138,60.0,10.0,0.0,20.0,-48.5,85.25,98.08064284047082,-12.5,248.0,248.3148203390204
6,5.0,00:08:00.840,12021,A,,切球,,1.0,A4,97,903,1.0,,,4,1,,B1,113.0,372.0,2.0,222,91,271,138,215,267,270,1057,40.0,80.0,90.0,20.0,23.499999999999996,-68.0,71.9461604256961,-10.25,-229.5,229.7287803040794
6,6.0,00:08:01.640,12041,B,,放小球,,,B1,113,372,2.0,,,4,1,,B1,275.0,529.0,2.0,215,267,270,1057,275,151,321,203,0.0,40.0,20.0,80.0,-17.5,23.499999999999996,29.30017064796722,-39.5,259.5,262.489047390553
6,7.0,00:08:02.560,12064,A,,挑球,,,B1,275,529,2.0,,,4,1,,A3,340.0,73.0,1.0,275,151,321,203,,,,,0.0,30.0,20.0,80.0,10.0,-26.75,28.558054905752943,43.0,-273.0,276.3656997530627
6,8.0,00:08:03.760,12094,B,,殺球,1.0,,A3,340,73,1.0,,,4,1,,B2,353.0,740.0,2.0,,,,,400,-21,441,56,20.0,70.0,30.0,20.0,-2.0,16.75,16.868980407837338,-26.75,175.49999999999997,177.52693457613694
6,9.0,00:08:04.440,12111,A,,防守回挑,,,B2,353,740,2.0,,,4,1,,A3,334.0,167.0,1.0,400,-21,441,56,390,77,335,1004,50.0,0.0,50.0,60.0,-1.25,-15.0,15.051993223490367,-1.25,-163.5,163.5047782176411
6,10.0,00:08:05.080,12127,B,,擋小球,,1.0,A3,334,167,1.0,,,4,1,,B1,342.0,534.0,2.0,390,77,335,1004,376,184,386,164,10.0,70.0,50.0,40.0,7.75,-65.75,66.20517351385766,16.25,206.0,206.63993442701243
6,11.0,00:08:05.880,12147,A,,放小球,,,B1,342,534,2.0,,,4,1,,A1,333.0,423.0,2.0,376,184,386,164,440,477,357,856,40.0,40.0,60.0,70.0,6.0,53.5,53.835397277256156,6.5,-228.25000000000003,228.34253326964733
6,12.0,00:08:06.880,12172,B,,挑球,,1.0,A1,333,423,2.0,,,4,1,,B3,341.0,874.0,1.0,440,477,357,856,,,,,30.0,90.0,50.0,60.0,-21.75,84.75,87.4964284985393,-16.25,219.0,219.60205486288146
6,13.0,00:08:08.240,12206,A,,過渡切球,,,B3,341,874,1.0,,,4,1,,B3,212.0,179.0,2.0,,,,,278,125,339,1083,0.0,40.0,60.0,30.0,35.0,-58.99999999999999,68.60029154456998,31.5,-196.75,199.25564609315342
6,14.0,00:08:08.960,12224,B,,擋小球,,1.0,B3,212,179,2.0,,,4,1,,A1,100.0,561.0,2.0,278,125,339,1083,275,151,304,104,40.0,70.0,40.0,0.0,-31.5,-43.25,53.50525675108941,-9.0,229.99999999999997,230.17601960239034
6,15.0,00:08:09.880,12247,A,,挑球,,1.0,A1,100,561,2.0,,,4,1,,B4,116.0,51.0,2.0,275,151,304,104,223,14,231,996,60.0,50.0,90.0,20.0,16.5,26.25,31.005039912891586,-7.75,-247.00000000000003,247.12155409838292
6,16.0,00:08:11.000,12275,B,,過渡切球,,,B4,116,51,2.0,,,4,1,,A1,83.0,567.0,2.0,223,14,231,996,280,14,291,70,90.0,40.0,50.0,90.0,49.75,-14.000000000000002,51.68232289671199,-3.75,242.24999999999997,242.2790230292338
6,17.0,00:08:11.800,12295,A,,挑球,,1.0,A1,83,567,2.0,,,4,1,,B3,78.0,92.0,1.0,280,14,291,70,191,21,187,932,20.0,50.0,10.0,80.0,8.0,-8.75,11.855905701379376,-9.75,-273.0,273.174051659377
6,18.0,00:08:12.440,12311,B,,平球,,,B3,78,92,1.0,,,4,1,,A2,118.0,677.0,1.0,191,21,187,932,142,84,230,138,10.0,80.0,0.0,10.0,55.25,97.0,111.63136879927613,5.0,245.25,245.30096310450963
6,19.0,00:08:12.880,12322,A,,擋小球,,1.0,A2,118,677,1.0,,,4,1,,C2,407.0,326.0,2.0,142,84,230,138,453,334,276,984,90.0,0.0,0.0,50.0,-37.75,-52.5,64.66306905800249,17.5,-186.25,187.07034104849438
6,20.0,00:08:13.960,12349,B,,未擊球,,,C2,407,326,2.0,出界,對方失誤,4,2,B,,,,,453,334,276,984,406,131,439,916,30.0,60.0,80.0,90.0,-11.749999999999998,6.5,13.428049001995785,-53.0,259.75,265.10198509253
7,1.0,00:08:29.440,12736,B,1.0,發長球,,,B2,174,239,2.0,,,4,2,,B4,336.0,913.0,1.0,406,131,439,916,,,,,20.0,60.0,70.0,80.0,13.0,-33.5,35.9339672176619,51.74999999999999,-273.0,277.86158874518804
7,2.0,00:08:31.480,12787,A,,殺球,,,B4,336,913,1.0,,,4,2,,A3,363.0,190.0,2.0,,,,,415,-7,290,969,70.0,90.0,20.0,70.0,-8.25,-22.75,24.199690080660123,-14.499999999999998,211.75,212.24587746290857
7,3.0,00:08:31.960,12799,B,,擋小球,,1.0,A3,363,190,2.0,,,4,2,,B1,350.0,558.0,2.0,415,-7,290,969,442,125,444,70,40.0,40.0,90.0,10.0,-21.5,21.0,30.054117854297434,-20.25,-227.25,228.1504437865506
7,4.0,00:08:32.920,12823,A,,挑球,,,B1,350,558,2.0,,,4,2,,A4,335.0,45.0,1.0,442,125,444,70,,,,,40.0,90.0,80.0,40.0,-1.5,57.25,57.26964728370517,19.5,235.99999999999997,236.8042440498058
7,5.0,00:08:34.280,12857,B,,殺球,1.0,,A4,335,45,1.0,,,4,2,,D3,400.0,801.0,2.0,,,,,,,,,70.0,90.0,40.0,40.0,14.249999999999998,-7.75,16.221128197508335,-11.5,-186.5,186.85422125282585
7,6.0,00:08:34.880,12872,A,,未擊球,,,D3,400,801,2.0,出界,對方失誤,5,2,A,,,,,,,,,,,,,90.0,0.0,80.0,80.0,-27.750000000000004,72.5,77.62932757663175,22.0,219.49999999999997,220.59975067982282
8,1.0,00:08:50.680,13267,A,1.0,發長球,,,B2,233,684,2.0,,,5,2,,A4,270.0,6.0,1.0,,,,,,,,,70.0,50.0,60.0,30.0,29.249999999999996,-43.75,52.62722679374242,6.5,-176.75,176.86947871241097
8,2.0,00:08:52.920,13323,B,,長球,1.0,,A4,270,6,1.0,,,5,2,,B4,362.0,890.0,1.0,,,,,327,28,376,77,90.0,0.0,60.0,0.0,-2.75,-5.0,5.7063561052566625,-8.5,-5.0,9.86154146165801
8,3.0,00:08:54.040,13351,A,,切球,,,B4,362,890,1.0,,,5,2,,B1,92.0,353.0,2.0,327,28,376,77,133,369,326,1069,60.0,30.0,90.0,10.0,39.0,-31.75,50.28978524511712,-12.75,245.25,245.5811983845669
8,4.0,00:08:55.120,13378,B,,挑球,,,B1,92,353,2.0,,,5,2,,A4,88.0,916.0,1.0,133,369,326,1069,227,97,285,151,20.0,60.0,10.0,0.0,-4.5,74.0,74.13669806512831,-24.75,-50.0,55.79034414663527
8,5.0,00:08:56.400,13410,A,,殺球,1.0,,A4,88,916,1.0,,,5,2,,B3,44.0,135.0,2.0,227,97,285,151,157,191,127,1189,40.0,30.0,60.0,20.0,1.0,-16.75,16.779824194549835,-11.0,-202.0,202.2992832414391
8,6.0,00:08:57.000,13425,B,,擋小球,,,B3,44,135,2.0,,,5,2,,A1,91.0,578.0,2.0,157,191,127,1189,197,84,299,97,70.0,90.0,70.0,80.0,-33.25,24.75,41.45027141045038,-0.75,227.0,227.00123898340289
8,7.0,00:08:58.040,13451,A,,放小球,,1.0,A1,91,578,2.0,,,5,2,,B1,80.0,354.0,2.0,197,84,299,97,189,151,192,799,10.0,10.0,20.0,60.0,17.75,-4.75,18.37457482501296,-32.0,-233.5,235.6825195045233
8,8.0,00:08:59.120,13478,B,,未擊球,,,B1,80,354,2.0,落地,對方未擊球,6,2,A,,,,,189,151,192,799,184,91,187,145,0.0,10.0,20.0,70.0,50.0,60.25,78.2947156582103,-4.5,164.25,164.31163227233793
9,1.0,00:09:14.520,13863,A,1.0,發長球,,,B2,255,669,2.0,,,6,2,,B4,167.0,26.0,1.0,184,91,187,145,215,-172,252,969,90.0,20.0,0.0,50.0,4.75,18.0,18.616189191131465,5.0,-251.25,251.29974631901243
9,2.0,00:09:16.760,13919,B,,切球,,,B4,167,26,1.0,,,6,2,,A2,60.0,627.0,2.0,215,-172,252,969,239,42,278,56,70.0,20.0,40.0,90.0,-20.75,-7.000000000000001,21.89891549826155,-1.5,232.24999999999997,232.2548438676791
9,3.0,00:09:17.600,13940,A,,放小球,,1.0,A2,60,627,2.0,,,6,2,,B1,81.0,372.0,2.0,239,42,278,56,152,381,213,932,70.0,20.0,80.0,0.0,21.75,25.5,33.515854457256495,17.0,-242.49999999999997,243.09514598197967
9,4.0,00:09:18.600,13965,B,,挑球,,,B1,81,372,2.0,,,6,2,,B4,329.0,907.0,1.0,152,381,213,932,292,145,339,145,30.0,40.0,0.0,80.0,-71.75,56.00000000000001,91.01682536762091,-20.0,167.0,168.19334112859522
9,5.0,00:09:20.080,14002,A,,長球,,,B4,329,907,1.0,,,6,2,,B4,96.0,28.0,1.0,292,145,339,145,166,-28,303,1065,30.0,20.0,50.0,70.0,20.75,-4.5,21.232345607586552,-11.25,-183.25,183.59500265530104
9,6.0,00:09:21.120,14028,B,,長球,,,B4,96,28,1.0,,,6,2,,A4,125.0,891.0,1.0,166,-28,303,1065,232,77,272,77,90.0,90.0,20.0,40.0,-5.25,29.749999999999996,30.20968387785612,-19.5,138.5,139.86600730699365
9,7.0,00:09:22.280,14057,A,,長球,1.0,,A4,125,891,1.0,,,6,2,,A4,349.0,47.0,1.0,232,77,272,77,431,21,257,1046,0.0,60.0,70.0,50.0,20.0,11.5,23.070543990118654,39.25,-96.25,103.94529811395991
9,8.0,00:09:23.320,14083,B,,長球,1.0,,A4,349,47,1.0,,,6,2,,B3,330.0,882.0,1.0,431,21,257,1046,,,,,30.0,30.0,80.0,70.0,-11.749999999999998,13.25,17.70946074842484,-35.5,249.25,251.76539178370007
9,9.0,00:09:24.880,14122,A,,長球,,,B3,330,882,1.0,,,6,2,,B4,98.0,47.0,2.0,,,,,184,28,284,1027,30.0,20.0,30.0,80.0,-11.749999999999998,30.5,32.685050099395596,15.75,-220.5,221.06178434998665
9,10.0,00:09:26.080,14152,B,,過渡切球,,,B4,98,47,2.0,,,6,2,,A2,78.0,633.0,2.0,184,28,284,1027,216,-7,245,-65,40.0,30.0,30.0,0.0,-44.0,-26.75,51.49332481011495,-26.75,250.0,251.42705204492216
9,11.0,00:09:26.840,14171,A,,放小球,,1.0,A2,78,633,2.0,,,6,2,,A1,329.0,383.0,2.0,216,-7,245,-65,437,381,265,916,40.0,90.0,10.0,50.0,21.0,-25.25,32.841475301819194,52.74999999999999,-271.25,276.3315490493259
9,12.0,00:09:27.800,14195,B,,挑球,,1.0,A1,329,383,2.0,,,6,2,,A3,148.0,854.0,1.0,437,381,265,916,286,171,335,171,60.0,10.0,40.0,90.0,46.5,87.74999999999999,99.30917631316856,6.0,187.25,187.3461035089868
9,13.0,00:09:29.120,14228,A,,殺球,1.0,,A3,148,854,1.0,,,6,2,,B3,143.0,181.0,2.0,286,171,335,171,239,197,123,1210,40.0,80.0,70.0,20.0,-11.5,-20.5,23.50531854708632,-13.25,-49.5,51.24268240441751
9,14.0,00:09:29.520,14238,B,,擋小球,,,B3,143,181,2.0,,,6,2,,B1,323.0,595.0,2.0,239,197,123,1210,291,63,330,118,50.0,70.0,90.0,40.0,16.25,-5.75,17.2373141759382,12.25,-264.0,264.28405646198183
9,15.0,00:09:30.600,14265,A,,挑球,,,B1,323,595,2.0,,,6,2,,B3,140.0,92.0,1.0,291,63,330,118,258,-28,272,965,10.0,50.0,80.0,30.0,-39.75,33.75,52.14522988730609,-13.0,260.75,261.0738640691557
9,16.0,00:09:31.600,14290,B,,殺球,,,B3,140,92,1.0,,,6,2,,A2,134.0,698.0,2.0,258,-28,272,965,172,56,191,56,70.0,50.0,70.0,80.0,36.75,31.25,48.240283995847285,19.25,-223.0,223.8293155509349
9,17.0,00:09:31.960,14299,A,,擋小球,,1.0,A2,134,698,2.0,,,6,2,,B1,104.0,385.0,2.0,172,56,191,56,166,285,269,1000,0.0,90.0,60.0,30.0,40.0,-55.25,68.20969505869382,-1.0,210.75,210.75237246588708
9,18.0,00:09:32.760,14319,B,,放小球,,,B1,104,385,2.0,,,6,2,,A1,90.0,509.0,2.0,166,285,269,1000,223,254,223,254,50.0,90.0,20.0,0.0,-26.25,22.25,34.411117389587915,8.0,-229.99999999999997,230.13908837917992
9,19.0,00:09:33.680,14342,A,,挑球,,1.0,A1,90,509,2.0,,,6,2,,B4,134.0,17.0,1.0,223,254,223,254,,,,,80.0,90.0,60.0,20.0,-33.0,49.75,59.69976968129777,-41.0,278.0,281.0071173475861
9,20.0,00:09:35.320,14383,B,,長球,,,B4,134,17,1.0,,,6,2,,A4,75.0,907.0,1.0,,,,,,,,,50.0,60.0,70.0,30.0,31.25,-18.5,36.31545814112773,21.75,-246.74999999999997,247.70673184231387
9,21.0,00:09:36.760,14419,A,,長球,1.0,,A4,75,907,1.0,,,6,2,,B4,76.0,36.0,1.0,,,,,,,,,10.0,40.0,60.0,0.0,-19.75,13.5,23.923053734839122,-38.5,265.0,267.78209424828987
9,22.0,00:09:38.520,14463,B,,切球,,,B4,76,36,1.0,,,6,2,,B1,319.0,576.0,2.0,,,,,264,56,244,0,20.0,60.0,80.0,60.0,20.5,-8.5,22.192341021172144,27.0,-286.0,287.2716484444645
9,23.0,00:09:39.520,14488,A,,放小球,,,B1,319,576,2.0,,,6,2,,B1,84.0,369.0,2.0,264,56,244,0,153,346,332,878,0.0,0.0,30.0,30.0,-12.5,-22.5,25.7390753524675,-16.75,233.25,233.85064678123086
